,name,category,address,tel,description,summary
5925,AGRI -TERRE PROMISE,Agriculture,Ahouannonzoun Allada - Bénin,Tel:+2290197707732,"AGRI -TERRE PROMISE est une entreprise spécialisée dans l'agriculture (maraîchage, maïs, soja, manioc), transformation agroalimentaire ( jus de fruits, charcuterie); formation des jeunes en entrepreneuriat agricole","AgricultureAGRI -TERRE PROMISE est une entreprise spécialisée dans l'agriculture (maraîchage, maïs, soja, manioc), transformation agroalimentaire ( jus de fruits, charcuterie); formation des jeunes en entrepreneuriat agricole"
5926,AGRI CEFORPA,Agriculture,"Dédo Fandji, arrondissement de Kpanroun Abomey-Calavi - 02 BP 628 - Bénin",+2290197093351,"Formation agro-pastorale certifiante, élevage de poules pondeuses, production des œufs de table, de poisson Tilapia et clarias, élevage de poulets de chair, de porc, de légumes bio , maraîchage.","AgricultureFormation agro-pastorale certifiante, élevage de poules pondeuses, production des œufs de table, de poisson Tilapia et clarias, élevage de poulets de chair, de porc, de légumes bio , maraîchage."
5927,AGRI CENTER,Agriculture,Au nord du Bénin département de borgou Parakou - Bénin,+2290195896193,Gestion des fermes et conseil dans l'installation des fermes Produits vivrières Production animale Produits végétale ( piment tomate soja maïs) Apiculture tropical Transformation agroalimentaire Vente des domaines agricole avec les plantations Achat et livraison des produits Vivier Vente des intrants agricoles et des semaines Installation des forage et des systèmes d'irrigation Autre formation dans le domaine agricole et entrepreneuriat agricole,AgricultureGestion des fermes et conseil dans l'installation des fermes Produits vivrières Production animale Produits végétale ( piment tomate soja maïs) Apiculture tropical Transformation agroalimentaire Vente des domaines agricole avec les plantations Achat et livraison des produits Vivier Vente des intrants agricoles et des semaines Installation des forage et des systèmes d'irrigation Autre formation dans le domaine agricole et entrepreneuriat agricole
5928,AGRIPROFOCUS BENIN,Agriculture,"Rue 5 125, Porte 225 01 BP 1048 Cotonou - Bénin",+2290164313155,,Agriculture
5929,AGRISAIME-AGRIBEM,Agriculture,Agatogbo Come - Bp05 - Bénin,+2290196320368,"Agrisaime-Agribem ( Agronomie Saint Méthode, Agronomie pour un Bénin Émergeant. ) est une entreprise agricole spécialisée dans la production et commercialisation de œufs de table, gestion des exploitation agricole et prestation de service en aménagement hydro agricole","AgricultureAgrisaime-Agribem ( Agronomie Saint Méthode, Agronomie pour un Bénin Émergeant. ) est une entreprise agricole spécialisée dans la production et commercialisation de œufs de table, gestion des exploitation agricole et prestation de service en aménagement hydro agricole"
5930,AGRISAUVEUR,Agriculture,- Abomey-Calavi - 229 - Bénin,Tel:+2290140375376,"Nous produisons des cultures des légumes feuilles ( Feuilles de laitue, Gboma, Tchayo Veronica), des légumes fruits (Tomates, Concombre Carottes) et les cultures vivrières comme Manioc, Maïs pourpre ( pour le traitement du diabète et hypertension) , Maïs jaune et blanc pour la consommation simple. Nous produisons aussi la papaye. Nos produits sont tous Bio pour conserver nos clients en bonne santé.","AgricultureNous produisons des cultures des légumes feuilles ( Feuilles de laitue, Gboma, Tchayo Veronica), des légumes fruits (Tomates, Concombre Carottes) et les cultures vivrières comme Manioc, Maïs pourpre ( pour le traitement du diabète et hypertension) , Maïs jaune et blanc pour la consommation simple. Nous produisons aussi la papaye. Nos produits sont tous Bio pour conserver nos clients en bonne santé."
5931,AGRITEC SA,Agriculture,"2068, Mènontin, Imm. L. CRINOT 072 BP 476 Fifadji Cotonou - Bénin",Tel:+2290121380475,,Agriculture
5932,AGRITEX,Agriculture,- Allada - Bénin,+2290165923538,Production de maïs biologique Farine de maïs biologique (parfois appelée semoule de maïs ultra-fine). Garanti sans gluten. Obtenue par mouture sèche de grains de maïs Bio cultivé par l'entreprise Agritex Livraison gratuite,AgricultureProduction de maïs biologique Farine de maïs biologique (parfois appelée semoule de maïs ultra-fine). Garanti sans gluten. Obtenue par mouture sèche de grains de maïs Bio cultivé par l'entreprise Agritex Livraison gratuite
5933,AGRITROPICVIE,Agriculture,Apro-missérété Apro-Misserete - Bénin,+2290196566271,,Agriculture
5934,AGRO TOP BUSINESS,Agriculture,"Sékou, Wibatin Allada - Bénin",Tel:+2290161943125,"AGRO TOP BUSINESS est spécialisé dans la production, transformation et commercialisation des produits agroalimentaires (Porcs, Poulet local, Ananas ,Maïs, Manioc )","AgricultureAGRO TOP BUSINESS est spécialisé dans la production, transformation et commercialisation des produits agroalimentaires (Porcs, Poulet local, Ananas ,Maïs, Manioc )"
5935,AGRO YOMI IMPACT AFRICA,Agriculture,Adja-ouere Bénin Adja-Ouèrè - Bénin,+2290155381515,"AGRO YOMI IMPACT AFRICA est une entreprise spécialisée dans le conseil, l'appui technique et la gestion de production agricole. Nous accompagnons les exploitations, projets et structures agricoles dans l’optimisation de leurs rendements, la formation des équipes et la mise en œuvre de pratiques agricoles durables et rentables.","AgricultureAGRO YOMI IMPACT AFRICA est une entreprise spécialisée dans le conseil, l'appui technique et la gestion de production agricole. Nous accompagnons les exploitations, projets et structures agricoles dans l’optimisation de leurs rendements, la formation des équipes et la mise en œuvre de pratiques agricoles durables et rentables."
5936,AGROCOURAGE,Agriculture,Ewe-condji Grand-Popo - Bénin,+2290194990661,"Nous produisons des cultures des cultures maraîchère saines comme la carotte, l'oignon, tomates, laitue, concombre, betterave, choux, aubergines, poivrons, piment long,et piment rond etc","AgricultureNous produisons des cultures des cultures maraîchère saines comme la carotte, l'oignon, tomates, laitue, concombre, betterave, choux, aubergines, poivrons, piment long,et piment rond etc"
5937,AGROSFER,Agriculture,"Cotonou, Bénin Cotonou - Bénin",++2290160708603,,Agriculture
5938,ALLIANCES-INTER BÉNIN,Agriculture,"Stade de l’Amitié de Kouhounou, 10 ème Arrondissement 02 BP 2416 Cotonou - Bénin",Tel:+2290121035232,,Agriculture
5939,ASE (AIROTAN SERVICE EXPRESS),Agriculture,"Entre carrefour Arconville et hôpital de zone, à 500m de la Phcie Arconville Zopah-Arconville Abomey-Calavi - Bénin",+2290162136112,,Agriculture
5940,ASSIM,Agriculture,- Abomey-Calavi - Bénin,+2290155858399,"Spécialiste en approvisionnement et négoce de maïs jaune sec. Je mets en relation producteurs et acheteurs pour des transactions fiables, rapides et transparentes, au Bénin et à l'international.","AgricultureSpécialiste en approvisionnement et négoce de maïs jaune sec. Je mets en relation producteurs et acheteurs pour des transactions fiables, rapides et transparentes, au Bénin et à l'international."
5941,ATCHEWA,Agriculture,"Toffo, arrondissement Sè Abomey-Calavi - Bénin",+2290161183857,Nous sommes au début de notre entreprise de plantation de palmier à huile.,AgricultureNous sommes au début de notre entreprise de plantation de palmier à huile.
5942,AVE MARIA TRIOMPHE,Agriculture,- Bohicon - Bénin,+2290197996120,Vente des produits vivriers,AgricultureVente des produits vivriers
5943,BELIEVE STORE,Agriculture,- Godomey-Togoudo Abomey-Calavi - 00229BP3 - Bénin,+2290196849733,"Vente de produits agricoles comme igname soja Achat et expédition de marchandies depuis la Chine,Turquie et Dubai.","AgricultureVente de produits agricoles comme igname soja Achat et expédition de marchandies depuis la Chine,Turquie et Dubai."
5944,BENIN AGRI TROPIC,Agriculture,"Nima, maison Baba Lokossa Zongo Cotonou - Bénin",+2290162933446,"La société BÉNIN AGRI TROPIC est une société commerciale d'import export. elle intervient dans les activités agricoles (la production, transformation et la commercialisation des produits tropicaux et agricole.)","AgricultureLa société BÉNIN AGRI TROPIC est une société commerciale d'import export. elle intervient dans les activités agricoles (la production, transformation et la commercialisation des produits tropicaux et agricole.)"
5945,BENINCAJU,Agriculture,"Av. du Roi GUEZO, Rue 205, en face du CSP Gbeto, Immeuble Rouge au 3ième Cotonou - Bénin",Tel:+2290121325525,"BeninCajù est un projet de 6 ans, 2015-2021, qui travaille pour l'intégration et l'accélération de la filière cajou au Bénin.","AgricultureBeninCajù est un projet de 6 ans, 2015-2021, qui travaille pour l'intégration et l'accélération de la filière cajou au Bénin."
5946,BG CONNECTION,Agriculture,"Fiyegnojou 2, Fin Pavé Cotonou - 09bp - Bénin",Tel:+2290144011335,Regroupement associative.,AgricultureRegroupement associative.
5947,BIO FARM,Agriculture,- Cotonou - Bénin,+2290197994471,,Agriculture
5948,ABEQ CAPITAL,Agro-industrie,Fin goudron YAYI BONI Parakou - Bénin,+2290162452211,"""AVEQ-CAPITAL"" Est spécialisé dans agro-alimentaire (purée de tomate, farine panifiable..) agro-industrie (Baume de cajou, Biochar, Terra-Prêta) agriculture (Mucuna, pois d'angole, lentilles, tournesol)","Agro-industrie""AVEQ-CAPITAL"" Est spécialisé dans agro-alimentaire (purée de tomate, farine panifiable..) agro-industrie (Baume de cajou, Biochar, Terra-Prêta) agriculture (Mucuna, pois d'angole, lentilles, tournesol)"
5949,ACHORE,Agro-industrie,Senade Ilot 334-B Cotonou - Bénin,+2290197685628,,Agro-industrie
5951,AFRICA RICE,Agro-industrie,"Après le carrefour et non loin du collège Jean Piaget, à droite en quittant Cotonou Zogbadjè-iita Carrefour - 01 BP 2031 Abomey-Calavi - Bénin",Tel:+2290121350188,,Agro-industrie
5952,AFT,Agro-industrie,- Cotonou - 229 - Bénin,+2290167917366,"AFT SARL, le spécialiste dans le produit tropicaux","Agro-industrieAFT SARL, le spécialiste dans le produit tropicaux"
5953,AGRI CEFORPA LIGHT,Agro-industrie,Dedo Fandji Abomey-Calavi - 229 - Bénin,+2290197093351,,Agro-industrie
5954,AGRICOM,Agro-industrie,C/3533 Cotonou - Bénin,+2290197203660,Agricom est un Cabinet spécialisé dans le marketing agricole et la transformation des produits agricoles. Elle a créé et développé''Belles Épices'' qui est une marque d'épicerie sur le marché africain de l'agroalimentaire. Agricom est également dans la presse agricole avec l'édition d'un bimestriel ''Agribusiness In Africa'' qui est un magazine d'informations et de Géostratégie sur l'Agribusiness en Afrique.,Agro-industrieAgricom est un Cabinet spécialisé dans le marketing agricole et la transformation des produits agricoles. Elle a créé et développé''Belles Épices'' qui est une marque d'épicerie sur le marché africain de l'agroalimentaire. Agricom est également dans la presse agricole avec l'édition d'un bimestriel ''Agribusiness In Africa'' qui est un magazine d'informations et de Géostratégie sur l'Agribusiness en Afrique.
5955,AGRISTORE,Agro-industrie,"Boulevard de la Marina, Lot 1183 Cadjèhoun Cotonou - Bénin",+2290197078981,Agristore est une plateforme qui comprend diverses applications dont celle qui permet la mise en relation des différents acteurs de la chaine de valeur. Cette application de Marché assure aux agriculteurs les plus vulnérables de trouver des débouchés à leurs productions (offre de vente) et aux éventuels acheteurs de formuler leurs besoins (offre d’achat). La plateforme propose également des services depuis les conseils aux bonnes pratiques agricoles jusqu’aux données météo.,Agro-industrieAgristore est une plateforme qui comprend diverses applications dont celle qui permet la mise en relation des différents acteurs de la chaine de valeur. Cette application de Marché assure aux agriculteurs les plus vulnérables de trouver des débouchés à leurs productions (offre de vente) et aux éventuels acheteurs de formuler leurs besoins (offre d’achat). La plateforme propose également des services depuis les conseils aux bonnes pratiques agricoles jusqu’aux données météo.
5956,AGRO EXPORT,Agro-industrie,Bohicon Abomey - 444 - Bénin,Tel:+2290156242449,"Agro Export start up de valorisation des matières premières agricoles en Afrique.. Exportation de matière première ( soja , noix de palme, noix d'acajou, ) transformation de matières première ( huile de palme , huile de soja, amande de cajou , tourteaux de soja, son de maïs)","Agro-industrieAgro Export start up de valorisation des matières premières agricoles en Afrique.. Exportation de matière première ( soja , noix de palme, noix d'acajou, ) transformation de matières première ( huile de palme , huile de soja, amande de cajou , tourteaux de soja, son de maïs)"
5957,AGRO FENIX,Agro-industrie,C/sb soli cove m/agbessi Covè - 229 - Bénin,Tel:+2290161191755,"Agro-fénix est une entreprise spécialisée dans la transformation des produits maraichers en produits agroalimentaires et cosmétiques. Par ailleurs, elle valorise aussi les résidus agricoles et agro-industriels en emballages alimentaires biodégradables et en bioénergie.","Agro-industrieAgro-fénix est une entreprise spécialisée dans la transformation des produits maraichers en produits agroalimentaires et cosmétiques. Par ailleurs, elle valorise aussi les résidus agricoles et agro-industriels en emballages alimentaires biodégradables et en bioénergie."
5958,AL FANNI,Agro-industrie,Lot 1436 Maison SACCA Michel Cotonou - Bénin,Tel:+2290197658366,Transformation de jus d'ananas naturel sans additifs.,Agro-industrieTransformation de jus d'ananas naturel sans additifs.
5959,AL FANNI Sarl,Agro-industrie,Vedoko Cotonou - 229 - Bénin,Tel:+2290146618947,"Al FANNI Sarl, entreprise béninoise, transforme et distribue des fruits et légumes locaux depuis 2011. Dirigée par Madame Aminatou BAGOUDOU, elle est reconnue pour son excellence et est autorisée par l'ABSSA pour la vente au Bénin.","Agro-industrieAl FANNI Sarl, entreprise béninoise, transforme et distribue des fruits et légumes locaux depuis 2011. Dirigée par Madame Aminatou BAGOUDOU, elle est reconnue pour son excellence et est autorisée par l'ABSSA pour la vente au Bénin."
5960,ALAWOLE ET FILS,Agro-industrie,Plateau Ketou - 20041 - Bénin,Tel:+2290152641054,La société est fait pour mécanisation des produits agricoles,Agro-industrieLa société est fait pour mécanisation des produits agricoles
5962,AMN SERVICES,Agro-industrie,"Rue d’Afrique N°1017, Carré 269, Scoa-Gbéto, 06 BP 1757 Pk3 Cotonou - Bénin",Tel:+2290121033427,"Achat, transformation et vente des produits tropicaux et vivriers - Commerce Général - Prestations diverses.","Agro-industrieAchat, transformation et vente des produits tropicaux et vivriers - Commerce Général - Prestations diverses."
5963,ANGEL'S FLOOR,Agro-industrie,"Boriyouré, route du CEG 2 BP 213 Natitingou Natitingou - Bénin",+2290165818280,"Angel's Floor est une entreprise de transformation des produits agro-alimentaires notamment le fonio, le baobab et le néré au nord ouest du Bénin.","Agro-industrieAngel's Floor est une entreprise de transformation des produits agro-alimentaires notamment le fonio, le baobab et le néré au nord ouest du Bénin."
5964,ANI'S FOODS,Agro-industrie,Niman Parakou Parakou centre - Bénin,Tel:+2290162847011,ANI'S FOODS est une entreprise de transformation du maïs en farine de maïs décortiquée et dégermée,Agro-industrieANI'S FOODS est une entreprise de transformation du maïs en farine de maïs décortiquée et dégermée
5965,Association Béninoise des Producteurs Locaux,Agro-industrie,- Cotonou - Bénin,+2290194944155,,Agro-industrie
5966,BENIN CONSO,Agro-industrie,Dowa Porto-Novo - Bénin,+2290162426195,"Nous sommes spécialisé dans la production des jus de fruits. (ananas baobab, mangue goyave tamarin, etc.)","Agro-industrieNous sommes spécialisé dans la production des jus de fruits. (ananas baobab, mangue goyave tamarin, etc.)"
5967,BEPOT SARL,Agro-industrie,"Glazoué, Collines Glazoue - Bénin",,BEPOT SARL est une société de transformation de produits agricoles.,Agro-industrieBEPOT SARL est une société de transformation de produits agricoles.
5968,BIENS AGRICOLES BENIN,Agro-industrie,Godomey Abomey-Calavi - Bénin,+2290167552091,Achat et ventre de produits agricoles et prestations de service agricoles.,Agro-industrieAchat et ventre de produits agricoles et prestations de service agricoles.
5969,BIOTERRA,Agro-industrie,Site de production sis à Zinvié à 3mn de l'hôpital Ste Camille de Zinvié Zinvié Abomey-Calavi - Bénin,+2290195856353,"Industrie & comptoir, agroalimentaire et cosmétiques.","Agro-industrieIndustrie & comptoir, agroalimentaire et cosmétiques."
5970,BMAGALAITOU,Agro-industrie,- Cotonou - 3088 - Bénin,Tel:+2290166855353,,Agro-industrie
5971,CENTRALE COOP (CENTRALE DES COOPERATIVES DE CONSOMMATION),Agro-industrie,C/N° 117 Sodjatinmé - 01 BP 53 Cotonou - Bénin,Tel:+2290121330498,,Agro-industrie
5972,CENTRE DE VALORISATION DES DENREES LOCALES CEVADEL-BÉNIN,Agro-industrie,Gbodjè Porto-Novo - 229 - Bénin,Tel:+2290196026505,"CEVADEL-BÉNIN est spécialisé dans la production et la transformation de la tomate TOUNVI en purée SWEETOUNVI; nous produisons aussi de la marinade pour assaisonnement et sauce, de la viande fraîche de poulet byciclette, de lapin, de caille.","Agro-industrieCEVADEL-BÉNIN est spécialisé dans la production et la transformation de la tomate TOUNVI en purée SWEETOUNVI; nous produisons aussi de la marinade pour assaisonnement et sauce, de la viande fraîche de poulet byciclette, de lapin, de caille."
5973,CHRISPA TRANSFORMATION,Agro-industrie,"Sèkandji, Arrondissement d'Agblangandan, commune de sèmè kpodji Adjarra - Bénin",Tel:+2290167908093,"Société spécialisée dans la production, conservation, transformation, conditionnement et de commercialisation des produits agroalimentaires","Agro-industrieSociété spécialisée dans la production, conservation, transformation, conditionnement et de commercialisation des produits agroalimentaires"
